"Abbrev","Full Title","Trnsl. Title","Publ.","ISSN","New","High Density","Book Ser"
"J. Statist. Plann. Inference","Journal of Statistical Planning and Inference","","Elsevier Sci. B. V., Amsterdam.","0378-3758","N","Y","N"
"J. Statist. Res.","Journal of Statistical Research","","Univ. Dhaka, Dhaka.","0256-422X","N","N","N"
"J. Symb. Log.","Journal of Symbolic Logic","","Cambridge Univ. Press, Cambridge.","0022-4812","N","Y","N"
"J. Symbolic Comput.","Journal of Symbolic Computation","","Elsevier Ltd, Oxford.","0747-7171","N","Y","N"
"J. Symplectic Geom.","The Journal of Symplectic Geometry","","Int. Press, Somerville, MA.","1527-5256","N","Y","N"
"J. Syst. Sci. Complex.","Journal of Systems Science & Complexity","","Acad. Sinica, Inst. Syst. Sci., Beijing.","1009-6124","N","N","N"
"J. Systems Sci. Math. Sci.","Journal of Systems Science and Mathematical Sciences. Xitong Kexue yu Shuxue","","Kexue Chubanshe (Science Press), Beijing.","1000-0577","N","N","N"
"J. Tech. Phys.","Journal of Technical Physics","","Polish Acad. Sci. Inst. Fundam. Technol. Res., Warsaw.","0324-8313","N","N","N"
"J. Tensor Soc.","Journal of the Tensor Society","","Tensor Soc., Lucknow.","0974-5428","N","Y","N"
"J. Theor. Nombres Bordeaux","Journal de Theorie des Nombres de Bordeaux","","Univ. Bordeaux I, Talence.","1246-7405","N","Y","N"
"J. Theoret. Appl. Mech.","Journal of Theoretical and Applied Mechanics","","Bulgar. Acad. Sci., Natl. Comm. Theoret. Appl. Mech., Sofia.","0861-6663","N","N","N"
"J. Theoret. Biol.","Journal of Theoretical Biology","","Elsevier Sci. B. V., Amsterdam.","0022-5193","N","N","N"
"J. Theoret. Probab.","Journal of Theoretical Probability","","Springer, New York.","0894-9840","N","Y","N"
"J. Tianjin Univ. Sci. Technol.","Journal of Tianjin University. Science and Technology. Tianjin Daxue Xuebao. Ziran Kexue yu Gongcheng Jishu Ban","","J. Tianjin Univ., Editor. Board, Tianjin.","0493-2137","N","N","N"
"J. Time Ser. Econom.","Journal of Time Series Econometrics","","De Gruyter, Berlin.","2194-6507","N","Y","N"
"J. Time Series Anal.","Journal of Time Series Analysis","","Wiley-Blackwell, Oxford.","0143-9782","N","N","N"
"J. Topol.","Journal of Topology","","London Math. Soc., London.","1753-8416","N","Y","N"
"J. Topol. Anal.","Journal of Topology and Analysis","","World Sci. Publ., Singapore.","1793-5253","N","Y","N"
"J. Tsinghua Univ.","Journal of Tsinghua University. Science and Technology. Qinghua Daxue Xuebao. Ziran Kexue Ban","","Tsinghua Univ. Press, Beijing.","1000-0054","N","N","N"
"J. Turbul.","Journal of Turbulence","","Taylor & Francis, Abingdon.","1468-5248","N","N","N"
"J. Univ. Sci. Technol. China","Journal of University of Science and Technology of China. Zhongguo Kexue Jishu Daxue Xuebao","","J. Univ. Sci. Tech. China, Ed. Board, Hefei.","0253-2778","N","N","N"
"J. Vib. Control","Journal of Vibration and Control","","Sage, Thousand Oaks, CA.","1077-5463","N","N","N"
"J. Wuhan Univ. Natur. Sci. Ed.","Journal of Wuhan University. Natural Science Edition. Wuhan Daxue Xuebao. Lixue Ban","","Wuhan Univ., Res. Dev. Office, Wuhan.","1671-8836","N","N","N"
"J. Yunnan Univ. Nat. Sci.","Journal of Yunnan University. Natural Sciences. Yunnan Daxue Xuebao. Ziran Kexue Ban","","J. Yunnan Univ. Nat. Sci., Editor. Dep., Kunming.","0258-7971","N","N","N"
"J. Zhejiang Univ. Sci. Ed.","Journal of Zhejiang University. Science Edition. Zhejiang Daxue Xuebao. Lixue Ban","","Zhejiang Univ. Press, Hangzhou.","1008-9497","N","N","N"
"J. Zhengzhou Univ. Eng. Sci.","Journal of Zhengzhou University. Engineering Science. Zhengzhou Daxue Xuebao. Gongxue Ban","","J. Zhengzhou Univ., Editor. Dept., Zhengzhou.","1671-6833","N","N","N"
"J. Zhengzhou Univ. Nat. Sci. Ed.","Journal of Zhengzhou University. Natural Science Edition. Zhengzhou Daxue Xuebao. Lixue Ban","","J. Zhengzhou Univ., Editor. Dept., Zhengzhou.","1671-6841","N","N","N"
"J.UCS","J.UCS. Journal of Universal Computer Science","","Verlag Tech. Univ. Graz, Graz.","0948-695X","N","N","N"
"Jaen J. Approx.","Jaen Journal on Approximation","","Univ. Jaen, Dep. Mat., Jaen.","1889-3066","N","N","N"
"Jahrb. Braunschw. Wiss. Ges.","Jahrbuch. Braunschweigische Wissenschaftliche Gesellschaft","","J. Cramer Verlag, Braunschweig.","0931-1734","Y","N","N"
"Jahresber. Dtsch. Math.-Ver.","Jahresbericht der Deutschen Mathematiker-Vereinigung","","Springer, Berlin.","0012-0456","N","Y","N"
"Jindrich Necas Cent. Math. Model. Lect. Notes","Jindrich Necas Center for Mathematical Modeling Lecture Notes","","Matfyzpress, Prague.","","N","N","Y"
"JISE J. Inf. Sci. Eng.","JISE. Journal of Information Science and Engineering","","Acad. Sin., Inst. Inf. Sci., Taipei.","1016-2364","N","N","N"
"JNAIAM. J. Numer. Anal. Ind. Appl. Math.","JNAIAM. Journal of Numerical Analysis, Industrial and Applied Mathematics","","Promacon, Athens.","1790-8140","N","N","N"
"Johns Hopkins Stud. Hist. Math.","Johns Hopkins Studies in the History of Mathematics","","Johns Hopkins Univ. Press, Baltimore, MD.","","N","N","Y"
"Johns Hopkins Stud. Math. Sci.","Johns Hopkins Studies in the Mathematical Sciences","","Johns Hopkins Univ. Press, Baltimore, MD.","","N","N","Y"
"Jordan J. Math. Stat.","Jordan Journal of Mathematics and Statistics","","Yarmouk Univ., Irbid.","2075-7905","N","N","N"
"JP J. Fixed Point Theory Appl.","JP Journal of Fixed Point Theory and Applications","","Pushpa, Allahabad.","0973-4228","N","Y","N"
"JP J. Geom. Topol.","JP Journal of Geometry and Topology","","Pushpa, Allahabad.","0972-415X","N","Y","N"
"Jpn. Econ. Rev.","The Japanese Economic Review. The Journal of the Japanese Economic Association","","Wiley-Blackwell, Richmond.","1352-4739","N","N","N"
"Jpn. J. Behaviormetrics","The Japanese Journal of Behaviormetrics","","Behav. Soc. Japan, Chiba.","0385-5481","N","N","N"
"Jpn. J. Ind. Appl. Math.","Japan Journal of Industrial and Applied Mathematics","","Springer, Tokyo.","0916-7005","N","Y","N"
"Jpn. J. Math.","Japanese Journal of Mathematics","","Springer Japan, Tokyo.","0289-2316","N","Y","N"
"Jpn. J. Math.","Japanese Journal of Mathematics","","Nat. Res. Council Jpn., Tokyo.","0075-3432","N","N","N"
"JPSS J. Probab. Stat. Sci.","JPSS. Journal of Probability and Statistical Science","","Susan Rivers' Cultural Institute, Hsinchu.","1726-3328","N","N","N"
"JSIAM Lett.","JSIAM Letters","","Japan Soc. Indust. Appl. Math., Tokyo.","1883-0609","N","N","N"
"JSS Res. Ser. Statist.","JSS Research Series in Statistics","","Springer, Tokyo.","2364-0057","Y","N","Y"
"Keio COE Lect. Ser. Math. Sci.","Keio COE Lecture Series on Mathematical Science","","World Sci. Publ., Hackensack, NJ.","","N","N","Y"
"Khayyam J. Math.","Khayyam Journal of Mathematics","","Tusi Math. Res. Group (TMRG), Mashhad.","2423-4788","Y","N","N"
"Kibern. Vychisl. Tekhn.","Kibernetika i Vychislitelnaya Tekhnika","","Nats. Akad. Nauk Ukr. Inst. Kibern. im. V. M. Glushkova, Kiev.","0452-9910","N","N","N"
"Kibernet. Sistem. Anal.","Natsionalnaya Akademiya Nauk Ukrainy. Institut Kibernetiki im. V. M. Glushkova. Kibernetika i Sistemnyi Analiz","","Nats. Akad. Nauk Ukr. Inst. Kibern. im. V. M. Glushkova, Kiev.","0023-1274","N","N","N"
"Kinet. Relat. Models","Kinetic and Related Models","","Am. Inst. Math. Sci. (AIMS), Springfield, MO.","1937-5093","N","Y","N"
"Kluwer Internat. Ser. Engrg. Comput. Sci.","The Kluwer International Series in Engineering and Computer Science","","Kluwer Acad. Publ., Boston, MA.","","N","N","Y"
"Kobe J. Math.","Kobe Journal of Mathematics","","Kobe Univ., Kobe.","0289-9051","N","Y","N"
"Kochi J. Math.","Kochi Journal of Mathematics","","Kochi Univ., Kochi.","1880-5515","N","Y","N"
"Kodai Math. J.","Kodai Mathematical Journal","","Tokyo Inst. Tech., Tokyo.","0386-5991","N","Y","N"
"KoG","KoG","","Croat. Soc. Geom. Graph., Zagreb.","1331-1611","N","N","N"
"Konuralp J. Math.","Konuralp Journal of Mathematics","","Konuralp J. Math., Duzce.","2147-625X","Y","N","N"
"Korean Ann. Math.","Korean Annals of Mathematics","","Honam Math. Soc., Kwangju.","1229-1277","N","Y","N"
"Kragujevac J. Math.","Kragujevac Journal of Mathematics","","Univ. Kragujevac, Kragujevac.","1450-9628","N","N","N"
"Kristallografiya","Rossiiskaya Akademiya Nauk. Kristallografiya","","``Nauka'', Moscow.","0023-4761","N","N","N"
"Kumamoto J. Math.","Kumamoto Journal of Mathematics","","Kumamoto Univ., Kumamoto.","0914-675X","N","Y","N"
"Kuwait J. Sci.","Kuwait Journal of Science","","Kuwait Univ., Khaldiya.","2307-4108","N","N","N"
"Kybernetes","Kybernetes. The International Journal of Cybernetics, Systems and Management Sciences","","Emerald Group Publ, Ltd., Bingley.","0368-492X","N","N","N"
"Kybernetika (Prague)","Kybernetika","","Acad. Sci. Czech Repub., Prague.","0023-5954","N","N","N"
"Kyoto J. Math.","Kyoto Journal of Mathematics","","Duke Univ. Press, Durham, NC.","2156-2261","N","Y","N"
"Kyungpook Math. J.","Kyungpook Mathematical Journal","","Kyungpook Nat. Univ., Taegu.","1225-6951","N","Y","N"
"Kyushu J. Math.","Kyushu Journal of Mathematics","","Kyushu Univ., Fukuoka.","1340-6116","N","Y","N"
"La Mat. per il 3+2","La Matematica per il 3+2","","Springer, Milan.","","N","N","Y"
"Lect. Mat.","Lecturas Matematicas","","Soc. Colombiana Mat., Bogota.","0120-1980","N","Y","N"
"Lect. Notes Appl. Comput. Mech.","Lecture Notes in Applied and Computational Mechanics","","Springer, Cham.","1613-7736","N","N","Y"
"Lect. Notes Appl. Math. Mech.","Lecture Notes in Applied Mathematics and Mechanics","","Springer, Heidelberg.","2197-6724","N","N","Y"
"Lect. Notes Comput. Sci. Eng.","Lecture Notes in Computational Science and Engineering","","Springer, Cham.","1439-7358","N","N","Y"
"Lect. Notes Comput. Vis. Biomech.","Lecture Notes in Computational Vision and Biomechanics","","Springer, Cham.","2212-9391","N","N","Y"
"Lect. Notes Control Comput. Sci.","Lecture Notes in Control and Computer Science","","Univ. Zielona Gora Pr., Zielona Gora.","","N","N","Y"
"Lect. Notes Electr. Eng.","Lecture Notes in Electrical Engineering","","Springer, Cham.","1876-1100","N","N","Y"
"Lect. Notes Energy","Lecture Notes in Energy","","Springer, London.","2195-1284","Y","N","Y"
"Lect. Notes in Bioinform.","Lecture Notes in Bioinformatics","","Springer, Berlin.","","N","N","Y"
"Lect. Notes Log.","Lecture Notes in Logic","","Assoc. Symbol. Logic, Chicago, IL.","","N","N","Y"
"Lect. Notes Math. Model. Life Sci.","Lecture Notes on Mathematical Modelling in the Life Sciences","","Springer, Cham.","2193-4789","N","N","Y"
"Lect. Notes Mech.","Lecture Notes in Mechanics","","Am. Soc. Civil Eng., Reston, VA.","","Y","N","Y"
"Lect. Notes Morphog.","Lecture Notes in Morphogenesis","","Springer, Cham.","2195-1934","Y","N","Y"
"Lect. Notes Nonlinear Anal.","Lecture Notes in Nonlinear Analysis","","Juliusz Schauder Cent. Nonlinear Stud., Torun.","2082-4335","N","N","Y"
"Lect. Notes Numer. Methods Eng. Sci.","Lecture Notes on Numerical Methods in Engineering and Sciences","","Springer, Cham.","1877-7341","N","N","Y"
"Lect. Notes Semin. Interdiscip. Mat.","Lecture Notes of Seminario Interdisciplinare di Matematica","","Semin. Interdiscip. Mat. (S.I.M.), Potenza.","2284-0206","N","N","Y"
"Lect. Notes Ser. Inst. Math. Sci. Natl. Univ. Singap.","Lecture Notes Series. Institute for Mathematical Sciences. National University of Singapore","","World Sci. Publ., Hackensack, NJ.","1793-0758","N","N","Y"
"Lect. Notes Soc. Netw.","Lecture Notes in Social Networks","","Springer, Cham.","2190-5428","Y","N","Y"
"Lect. Notes Stat. Proc.","Lecture Notes in Statistics---Proceedings","","Springer, New York.","1869-7240","N","N","Y"
"Lect. Notes TICMI","Lecture Notes of Tbilisi International Centre of Mathematics and Informatics","","Tbilisi Univ. Press, Tbilisi.","1512-0511","N","N","N"
"Lect. Notes Unione Mat. Ital.","Lecture Notes of the Unione Matematica Italiana","","Springer, Cham.","1862-9113","N","N","Y"
"Lecture Notes in Artificial Intelligence","Lecture Notes in Artificial Intelligence","","Springer, Berlin.","","N","N","Y"
"Lecture Notes in Comput. Sci.","Lecture Notes in Computer Science","","Springer, Cham.","0302-9743","N","N","Y"
"Lecture Notes in Control and Inform. Sci.","Lecture Notes in Control and Information Sciences","","Springer, Cham.","0170-8643","N","N","Y"
"Lecture Notes in Econom. and Math. Systems","Lecture Notes in Economics and Mathematical Systems","","Springer, Cham.","0075-8442","N","N","Y"
"Lecture Notes in Math.","Lecture Notes in Mathematics","","Springer, Cham.","0075-8434","N","N","Y"
"Lecture Notes in Phys.","Lecture Notes in Physics","","Springer, Cham.","0075-8450","N","N","Y"
"Lecture Notes in Statist.","Lecture Notes in Statistics","","Springer, Cham.","0930-0325","N","N","Y"
"Leitfaden Inform.","Leitfaden der Informatik","Basic Textbooks in Computer Science","Vieweg + Teubner, Wiesbaden.","","N","N","Y"
"Lett. Mat.","Lettera Matematica","","Springer, Milan.","2281-6917","Y","N","N"
"Lett. Mat. Pristem","Lettera Matematica Pristem","","Springer Italia, Milan.","1593-5884","N","N","N"
"Lett. Math. Phys.","Letters in Mathematical Physics","","Springer, Dordrecht.","0377-9017","N","Y","N"
"Lett. Orient. Class.","Lettres Orientales et Classiques","Oriental and Classical Letters","Peeters, Leuven.","","N","N","Y"
"Levy Matters","Levy Matters","","Springer, Cham.","","N","N","Y"
"Lib. Math. (N.S.)","Libertas Mathematica. New Series","","American Romanian Academy of Arts and Sciences Publication, Aveiro.","0278-5307","N","Y","N"
"Lifetime Data Anal.","Lifetime Data Analysis. An International Journal Devoted to Statistical Methods and Applications for Time-to-Event Data","","Springer, Norwell, MA.","1380-7870","N","N","N"
"LINCOM Textb. Math.","LINCOM Textbooks in Mathematics","","LINCOM Europa, Munich.","","N","N","Y"
"Linear Algebra Appl.","Linear Algebra and its Applications","","Elsevier, Oxford.","0024-3795","N","Y","N"
"Linear Multilinear Algebra","Linear and Multilinear Algebra","","Taylor & Francis, Abingdon.","0308-1087","N","Y","N"
"Linear Oper. Linear Syst.","Linear Operators and Linear Systems","","Birkhauser Verlag, Basel.","","N","N","Y"
"Linguae & Litt.","Linguae & Litterae","","De Gruyter, Berlin.","1869-7054","N","N","Y"
"LIPIcs. Leibniz Int. Proc. Inform.","LIPIcs. Leibniz International Proceedings in Informatics","","Schloss Dagstuhl. Leibniz-Zent. Inform. , Wadern.","1868-8969","N","N","Y"
"Lipsey Lect.","Lipsey Lectures","","Oxford Univ. Press, Oxford.","","N","N","Y"
"Lith. Math. J.","Lithuanian Mathematical Journal","","Springer, New York.","0363-1672","N","Y","N"
"LLULL","LLULL. Revista de la Sociedad Espanola de Historia de las Ciencias y de las Tecnicas","","Soc. Esp. Hist. Cienc. Tec., Zaragoza.","0210-8615","N","N","N"
"LMS J. Comput. Math.","LMS Journal of Computation and Mathematics","","London Math. Soc., London.","1461-1570","N","Y","N"
"Lobachevskii J. Math.","Lobachevskii Journal of Mathematics","","MAIK ``Nauka/Interperiodika'', Moscow.","1995-0802","N","Y","N"
"Log. Anal. (N.S.)","Logique et Analyse. Nouvelle Serie","","Centre Nat. Belge Recherches de Logique, Brussels.","0024-5836","N","Y","N"
"Log. Argum. Reason","Logic, Argumentation & Reasoning","","Springer, Dordrecht.","2214-9120","N","N","Y"
"Log. Cogn. Syst.","Logic and Cognitive Systems","","Coll. Publ., London.","","N","N","Y"
"Log. Epistemol. Unity Sci.","Logic, Epistemology, and the Unity of Science","","Springer, Cham.","","N","N","Y"
"Log. Issled.","Logicheskie Issledovaniya","Logical Investigations","Ross. Akad. Nauk, Inst. Filos., Moscow.","2074-1472","N","N","Y"
"Log. J. IGPL","Logic Journal of the IGPL. Interest Group in Pure and Applied Logics","","Oxford Univ. Press, Oxford.","1367-0751","N","Y","N"
"Log. Log. Philos.","Logic and Logical Philosophy","","N. Copernicus Univ. Sci. Publ. House, Torun.","1425-3305","N","N","N"
"Log. Methods Comput. Sci.","Logical Methods in Computer Science","","Log. Methods Comput. Sci., Braunschweig.","1860-5974","N","Y","N"
"Log. Univers.","Logica Universalis","","Birkhauser Verlag, Basel.","1661-8297","N","Y","N"
"Logos","Logos. Studien zur Logik, Sprachphilosophie und Metaphysik","Logos. Studies on Logic, Philosophy of Language and Metaphysics","Ontos Verlag, Heusenstamm.","","N","N","Y"
"London Math. Soc. Lecture Note Ser.","London Mathematical Society Lecture Note Series","","Cambridge Univ. Press, Cambridge.","","N","N","Y"
"London Math. Soc. Monogr. Ser.","London Mathematical Society Monographs Series","","Princeton Univ. Press, Princeton, NJ.","","N","N","Y"
"London Math. Soc. Stud. Texts","London Mathematical Society Student Texts","","Cambridge Univ. Press, Cambridge.","","N","N","Y"
"MAA Guides","MAA Guides","","Math. Assoc. America, Washington, DC.","","N","N","Y"
"MAA Notes","MAA Notes","","Math. Assoc. America, Washington, DC.","","N","N","Y"
"MAA Spectrum","MAA Spectrum","","Math. Assoc. America, Washington, DC.","","N","N","Y"
"MAA Textb.","MAA Textbooks","","Math. Assoc. America, Washington, DC.","","N","N","Y"
"Mach. Learn.","Machine Learning","","Springer, New York.","0885-6125","N","N","N"
"Major Amer. Univ. Ph.D. Qualif. Quest. Solut. Math.","Major American Universities Ph.D. Qualifying Questions and Solutions---Mathematics","","World Sci. Publ., Hackensack, NJ.","","N","N","Y"
"Malays. J. Math. Sci.","Malaysian Journal of Mathematical Sciences","","Univ. Putra Malays., Inst. Math. Res., Serdang.","1823-8343","N","N","N"
"Manuscripta Math.","Manuscripta Mathematica","","Springer, Berlin.","0025-2611","N","Y","N"
"Markov Process. Related Fields","Markov Processes and Related Fields","","Polymat, Moscow.","1024-2953","N","Y","N"
"Mastering Math. Finance","Mastering Mathematical Finance","","Cambridge Univ. Press, Cambridge.","","N","N","Y"
"MAT Ser. A Conf. Semin. Trab. Mat.","MAT. Serie A: Conferencias, Seminarios y Trabajos de Matematica","MAT. Series A: Mathematical Conferences, Seminars and Papers","Univ. Austral, Rosario.","1515-4904","N","N","Y"
